lat,lon,temp,weather
41.1562,-73.999,26.3,Clear sky
39.7042,-74.637,30.7,Overcast
41.271,-74.0613,31.7,Snow fall: slight
41.3282,-75.4682,-4.8,Partly cloudy
40.6159,-75.153,8.3,Drizzle: light
39.2467,-74.5815,32.1,Thunderstorm: slight or moderate
39.6272,-73.9183,-7.6,Drizzle: light
39.0369,-75.4752,16.8,Rain: moderate
40.4553,-75.1597,21.2,Rain: slight
39.0938,-73.9659,30.4,Drizzle: light
40.8646,-75.5135,27.7,Rain: moderate
41.076,-75.4485,21.0,Drizzle: moderate
40.5754,-73.9287,2.0,Partly cloudy
39.81,-75.1713,16.6,Thunderstorm: slight or moderate
39.4538,-74.0188,-2.4,Overcast
40.6769,-74.1722,12.2,Partly cloudy
40.7624,-74.1054,4.8,Drizzle: light
39.0876,-74.3253,23.7,Drizzle: light
40.4854,-73.9147,14.3,Fog
39.4685,-75.2338,6.9,Rain: moderate
38.906,-74.3903,9.1,Clear sky
39.6135,-74.5738,18.0,Snow fall: slight
40.4025,-73.9001,14.4,Clear sky
41.335,-74.841,6.4,Drizzle: moderate
40.0607,-74.5242,10.7,Fog
40.6618,-74.7456,7.6,Mainly clear
40.5523,-75.3657,32.8,Fog
40.31,-74.844,21.9,Rain: slight
39.9364,-75.4255,-5.1,Overcast
41.1299,-75.2104,28.7,Rain: slight
40.2338,-75.4837,5.3,Mainly clear
39.8304,-74.5482,7.9,Partly cloudy
41.3465,-75.0253,-9.7,Mainly clear
39.2987,-74.5417,14.6,Partly cloudy
40.0462,-75.2689,17.9,Rain: slight
41.1447,-74.7654,16.9,Clear sky
41.186,-74.385,22.3,Thunderstorm: slight or moderate
40.9001,-74.8797,30.5,Fog
40.5078,-75.161,-7.3,Mainly clear
40.9802,-73.9617,26.0,Drizzle: light
39.0592,-74.4517,14.4,Mainly clear
39.4619,-75.3752,32.7,Rain: moderate
41.1706,-74.3828,18.3,Thunderstorm: slight or moderate
41.0985,-74.2283,34.2,Drizzle: moderate
40.9701,-74.5784,29.6,Snow fall: slight
40.0865,-75.0018,9.2,Drizzle: light
39.0371,-75.0085,12.2,Fog
40.9978,-75.0613,31.3,Mainly clear
40.1195,-75.3675,-0.9,Overcast
40.7794,-74.4372,7.3,Partly cloudy
39.0846,-74.9043,23.5,Drizzle: light
41.1423,-74.1054,11.2,Overcast
39.8235,-75.4622,-3.2,Drizzle: moderate
40.6343,-75.181,-2.4,Rain: moderate
40.2141,-74.9798,5.8,Clear sky
40.8495,-74.5742,25.5,Overcast
40.9279,-75.073,31.9,Drizzle: moderate
39.7565,-75.4832,-1.2,Rain: slight
39.417,-74.7063,11.5,Thunderstorm: slight or moderate
39.4244,-74.2539,-3.5,Fog
39.3645,-75.4645,17.1,Drizzle: moderate
41.3633,-74.266,25.2,Mainly clear
39.4747,-74.3956,6.5,Snow fall: slight
39.5489,-74.4971,-6.0,Drizzle: moderate
40.2763,-75.1893,0.9,Fog
41.2327,-75.5432,16.6,Partly cloudy
39.9666,-75.4002,23.9,Rain: moderate
40.6694,-74.6953,18.7,Overcast
39.3949,-75.0583,14.8,Snow fall: slight
40.9908,-74.7181,4.4,Drizzle: light
39.9229,-74.7134,29.4,Drizzle: moderate
40.5621,-75.1866,33.1,Thunderstorm: slight or moderate
41.019,-74.4684,-9.8,Snow fall: slight
40.8214,-74.9402,25.0,Snow fall: slight
39.3476,-74.6023,1.3,Rain: slight
39.3884,-74.4603,15.9,Drizzle: light
39.9491,-74.9737,9.6,Mainly clear
40.5472,-75.2157,-4.3,Overcast
40.5511,-73.9312,-2.8,Thunderstorm: slight or moderate
41.3247,-74.4847,4.2,Rain: slight
41.0805,-75.5801,26.8,Rain: moderate
39.9603,-75.1363,3.2,Rain: moderate
39.8215,-74.4889,2.4,Overcast
40.6748,-74.2136,-2.4,Mainly clear
40.5486,-75.4647,26.3,Mainly clear
40.7877,-74.1115,31.9,Clear sky
39.4583,-74.3874,-4.1,Overcast
40.1567,-74.1423,16.6,Rain: slight
39.1119,-74.6879,32.8,Overcast
40.377,-73.9521,15.5,Rain: slight
41.3244,-74.6472,30.9,Partly cloudy
40.7303,-74.3435,25.8,Drizzle: moderate
41.3943,-75.1855,13.1,Mainly clear
39.968,-74.4283,4.6,Drizzle: light
40.6402,-74.5812,29.9,Clear sky
40.7567,-74.2424,3.2,Thunderstorm: slight or moderate
40.1035,-74.3466,26.5,Overcast
39.8533,-75.2576,17.5,Mainly clear
40.7427,-75.5552,2.5,Mainly clear
40.7951,-74.4946,7.3,Fog
40.4738,-75.5708,7.0,Clear sky
40.1007,-74.4579,22.2,Drizzle: light
40.7476,-75.2632,5.7,Rain: slight
39.4356,-75.1289,8.3,Rain: slight
40.5256,-74.5055,10.2,Snow fall: slight
40.4329,-74.747,4.6,Thunderstorm: slight or moderate
39.8623,-74.5749,29.0,Clear sky
40.4358,-74.7703,14.0,Snow fall: slight
40.4473,-73.9863,-5.0,Drizzle: moderate
39.3016,-74.3144,-3.0,Rain: moderate
39.8685,-74.883,25.7,Partly cloudy
40.7613,-75.4318,4.8,Mainly clear
41.2657,-74.1102,18.4,Clear sky
39.7092,-75.3025,7.9,Drizzle: moderate
40.4407,-74.2304,-5.0,Rain: slight
40.0238,-75.3846,4.8,Rain: slight
41.1375,-75.0933,24.8,Rain: moderate
40.6643,-75.1506,14.0,Fog
39.5561,-75.137,24.6,Drizzle: moderate
41.1601,-75.1226,32.8,Thunderstorm: slight or moderate
39.7167,-74.5664,22.4,Rain: slight
40.9959,-74.3826,30.9,Rain: moderate
39.307,-75.2078,-4.9,Fog
40.4426,-74.8834,-7.0,Mainly clear
39.3782,-75.2566,22.2,Mainly clear
39.1818,-74.1491,13.5,Mainly clear
39.9643,-75.0724,28.3,Rain: moderate
40.2635,-74.2828,15.5,Fog
39.5498,-75.3405,1.6,Fog
40.8165,-73.9081,15.0,Partly cloudy
41.1478,-74.024,-3.0,Partly cloudy
40.9946,-74.2878,10.8,Rain: slight
40.3283,-75.1086,-0.1,Overcast
41.3074,-75.4607,12.0,Rain: moderate
40.7951,-74.5071,2.9,Fog
39.1852,-74.145,32.3,Snow fall: slight
39.6466,-74.9879,1.4,Fog
40.4655,-74.5,30.2,Fog
39.496,-73.9382,10.8,Overcast
40.7072,-75.2181,16.9,Thunderstorm: slight or moderate
40.3003,-75.4429,18.3,Fog
40.1439,-75.331,27.1,Partly cloudy
38.9337,-74.2107,14.9,Mainly clear
38.9732,-74.2243,8.7,Partly cloudy
41.0694,-74.059,11.8,Rain: moderate
40.6013,-74.0723,14.7,Mainly clear
40.7073,-75.3574,26.8,Drizzle: moderate
40.5797,-74.7043,7.4,Overcast
38.9939,-75.1194,33.9,Overcast
40.1848,-74.7874,20.4,Drizzle: moderate
41.2662,-74.6852,22.9,Mainly clear
40.1718,-74.6178,18.5,Drizzle: moderate
40.8919,-75.5295,1.2,Fog
38.9342,-74.1482,-9.2,Fog
41.0613,-75.4727,19.0,Snow fall: slight
39.2484,-74.4765,-3.5,Overcast
39.3703,-74.4786,-5.4,Overcast
39.9994,-75.5761,32.3,Rain: moderate
39.0873,-75.582,14.3,Rain: slight
41.2608,-74.8428,18.8,Partly cloudy
40.7242,-74.9978,-5.9,Drizzle: light
39.1725,-74.8844,0.1,Drizzle: light
41.1187,-74.1617,2.7,Rain: slight
40.4517,-75.2819,24.5,Thunderstorm: slight or moderate
39.9148,-74.0131,5.2,Clear sky
40.3427,-75.1455,28.1,Snow fall: slight
39.8323,-75.5084,24.0,Overcast
39.2713,-73.9078,-1.3,Drizzle: moderate
41.3153,-75.2182,26.3,Rain: moderate
39.0179,-74.3484,11.9,Drizzle: moderate
41.351,-75.2107,24.5,Overcast
40.6442,-75.5993,12.5,Thunderstorm: slight or moderate
39.8522,-75.2012,23.0,Mainly clear
40.9971,-74.87,21.1,Partly cloudy
39.8406,-75.3862,11.1,Mainly clear
40.0322,-74.4877,-9.9,Rain: slight
40.0658,-75.3917,-8.4,Rain: moderate
39.0161,-75.3095,25.6,Drizzle: light
39.6942,-75.0151,28.7,Rain: moderate
39.6527,-75.1945,24.1,Drizzle: light
40.7424,-74.4532,5.1,Thunderstorm: slight or moderate
39.7953,-75.3982,3.5,Thunderstorm: slight or moderate
40.7064,-74.2797,12.3,Overcast
39.6756,-74.5756,9.4,Drizzle: moderate
41.0506,-75.4397,3.0,Mainly clear
41.3613,-74.265,25.6,Clear sky
39.3956,-74.9583,-9.7,Thunderstorm: slight or moderate
40.9802,-74.4046,15.4,Clear sky
40.0286,-74.1184,6.2,Fog
39.3138,-74.8361,25.8,Rain: moderate
38.9938,-74.3417,-1.2,Snow fall: slight
40.7639,-75.1903,21.8,Clear sky
41.1265,-74.5792,-7.7,Drizzle: moderate
38.9407,-74.591,29.2,Overcast
39.4793,-74.2838,2.4,Drizzle: light
40.7054,-75.0225,-7.4,Drizzle: light
41.0908,-74.8348,1.8,Drizzle: light
39.3903,-75.1132,17.2,Rain: moderate
39.1959,-74.1914,27.3,Partly cloudy
39.2954,-74.8582,-8.0,Snow fall: slight
39.6811,-75.3483,7.0,Fog
40.1909,-75.4082,20.0,Mainly clear
39.0386,-74.3984,-5.3,Overcast
39.5198,-75.024,30.0,Snow fall: slight
39.2029,-75.1594,29.7,Fog
38.9147,-74.0309,-5.2,Mainly clear
39.5176,-74.9826,34.9,Rain: slight
39.7768,-74.8639,16.4,Thunderstorm: slight or moderate
39.5626,-74.7891,33.5,Overcast
39.6713,-74.9431,-3.1,Drizzle: moderate
41.339,-75.5844,34.2,Partly cloudy
40.0316,-74.3744,27.8,Fog
41.2571,-75.5564,2.9,Drizzle: light
40.5099,-74.4036,15.7,Mainly clear
39.1546,-74.6022,14.3,Rain: moderate
39.5481,-74.8329,2.7,Overcast
40.6788,-75.4135,27.8,Rain: moderate
39.2053,-74.6418,-1.2,Mainly clear
40.691,-75.0573,18.1,Mainly clear
39.1046,-75.3265,26.2,Rain: moderate
39.0371,-74.659,-9.7,Thunderstorm: slight or moderate
40.4359,-75.2105,17.1,Rain: slight
38.9507,-75.0612,7.3,Drizzle: light
39.9102,-74.0652,7.7,Thunderstorm: slight or moderate
39.9722,-74.4266,31.1,Rain: moderate
40.0662,-74.1379,11.0,Drizzle: light
38.996,-75.4467,9.5,Snow fall: slight
38.9899,-74.7477,31.4,Drizzle: light
40.8282,-75.2753,11.0,Partly cloudy
40.9997,-74.186,-7.1,Mainly clear
39.5592,-75.383,28.9,Thunderstorm: slight or moderate
38.9428,-74.1096,33.8,Partly cloudy
40.1296,-74.4036,20.3,Rain: slight
40.0118,-74.096,12.0,Partly cloudy
39.6795,-74.0838,18.6,Drizzle: moderate
38.9849,-74.9869,28.6,Fog
40.6681,-75.52,6.8,Mainly clear
40.062,-74.2919,-4.9,Mainly clear
39.1696,-75.1065,30.0,Rain: moderate
41.2057,-75.2184,-7.9,Mainly clear
40.4239,-75.1447,4.8,Fog
39.7711,-74.48,2.7,Thunderstorm: slight or moderate
40.3078,-74.2335,16.4,Partly cloudy
38.9409,-75.5197,-4.5,Drizzle: light
39.5203,-74.521,-6.6,Thunderstorm: slight or moderate
39.1174,-75.015,-3.1,Snow fall: slight
41.2466,-74.0995,30.5,Drizzle: moderate
40.6872,-74.2452,-3.9,Rain: moderate
39.2904,-73.9789,-8.3,Clear sky
41.054,-74.2264,3.1,Drizzle: moderate
38.9561,-75.2701,6.3,Thunderstorm: slight or moderate
39.3316,-74.2171,1.9,Partly cloudy
41.0545,-75.1765,21.4,Thunderstorm: slight or moderate
40.505,-74.4624,12.1,Thunderstorm: slight or moderate
39.5636,-74.4757,-1.0,Overcast
39.1341,-75.3645,0.3,Drizzle: moderate
39.7253,-74.2885,-9.4,Drizzle: light
39.4681,-75.5536,9.8,Drizzle: light
39.6094,-74.9257,5.2,Rain: moderate
40.7662,-75.5235,25.8,Partly cloudy
38.9141,-75.3855,31.4,Rain: moderate
41.1532,-75.1356,29.7,Drizzle: light
40.5057,-75.2581,11.1,Clear sky
39.5874,-74.5499,33.3,Drizzle: light
40.9764,-74.3158,31.3,Mainly clear
39.3744,-74.4843,2.8,Thunderstorm: slight or moderate
40.9598,-74.1852,24.7,Partly cloudy
39.276,-74.075,-2.1,Fog
40.7766,-74.6511,3.1,Drizzle: light
39.1307,-74.1445,34.9,Overcast
39.8913,-75.1701,19.0,Fog
41.343,-74.5704,12.6,Drizzle: moderate
39.0532,-75.1616,22.3,Rain: slight
39.7731,-73.9117,23.4,Fog
41.1553,-75.2256,-2.0,Overcast
40.0794,-74.5134,-6.3,Partly cloudy
40.6171,-74.4569,25.6,Thunderstorm: slight or moderate
39.978,-74.5318,30.4,Clear sky
38.9343,-74.2403,-0.7,Drizzle: moderate
41.2194,-74.0366,11.2,Clear sky
40.1833,-75.3982,23.9,Drizzle: moderate
39.1468,-74.8588,16.7,Mainly clear
40.6052,-74.3631,9.0,Fog
41.2291,-74.676,4.4,Drizzle: moderate
38.9536,-73.9316,-9.4,Partly cloudy
39.3783,-74.5198,13.1,Rain: moderate
41.3937,-74.5608,1.8,Fog
40.0445,-73.9613,26.3,Rain: slight
39.162,-75.3024,26.8,Clear sky
41.3655,-75.5251,11.1,Rain: slight
41.2876,-74.9677,31.9,Partly cloudy
40.0378,-74.0866,28.8,Rain: slight
39.5614,-75.5161,3.4,Drizzle: light
41.0507,-74.0864,-5.7,Thunderstorm: slight or moderate
39.9578,-74.4032,10.3,Rain: slight
40.7523,-73.9486,23.3,Rain: slight
39.8337,-74.6444,-5.2,Drizzle: light
41.1608,-75.2131,12.0,Rain: moderate
39.9991,-74.855,29.2,Drizzle: moderate
39.4699,-75.5463,1.0,Overcast
39.5263,-75.083,10.9,Overcast
40.3576,-74.591,5.7,Clear sky
41.2489,-74.2294,-2.0,Mainly clear
39.8294,-75.0538,-2.7,Snow fall: slight
39.6624,-75.1513,32.8,Partly cloudy
39.8471,-74.4986,32.1,Partly cloudy
40.8446,-74.1211,-9.8,Fog
38.9385,-74.6349,11.0,Mainly clear
40.8756,-75.013,4.8,Rain: moderate
40.1875,-74.8363,-1.9,Clear sky
40.8034,-74.2813,3.6,Clear sky
39.5704,-74.4439,11.4,Mainly clear
39.0941,-74.7828,31.5,Clear sky
40.6943,-74.1653,25.4,Mainly clear
39.8812,-74.1873,28.6,Partly cloudy
40.188,-74.5799,30.7,Rain: slight
39.4869,-74.4757,33.9,Rain: slight
40.4275,-74.3313,-8.3,Partly cloudy
38.9868,-74.3253,27.8,Rain: moderate
39.4294,-74.5993,31.9,Rain: moderate
40.8865,-74.487,0.7,Drizzle: light
39.965,-74.0175,16.5,Partly cloudy
39.4063,-74.3038,26.5,Snow fall: slight
39.2133,-75.4259,24.7,Overcast
41.2921,-75.5816,4.1,Thunderstorm: slight or moderate
41.3871,-74.5323,21.4,Snow fall: slight
40.3309,-75.4136,0.7,Mainly clear
38.9241,-73.9329,23.1,Rain: moderate
39.5697,-74.4884,18.7,Snow fall: slight
39.4161,-75.5515,-8.9,Thunderstorm: slight or moderate
39.205,-73.93,19.5,Overcast
40.1947,-74.0252,21.2,Fog
40.578,-74.7851,10.5,Drizzle: light
41.0531,-74.2712,-6.7,Drizzle: moderate
41.0816,-74.7409,0.4,Fog
39.6107,-74.4631,-0.9,Thunderstorm: slight or moderate
39.0992,-74.7941,25.6,Rain: moderate
39.5166,-73.9059,31.1,Overcast
40.0471,-75.3354,6.2,Partly cloudy
40.0297,-74.209,8.3,Partly cloudy
40.8864,-74.0684,25.9,Snow fall: slight
41.1938,-75.4072,4.2,Snow fall: slight
40.0477,-74.1463,20.2,Partly cloudy
39.2345,-74.4883,29.6,Rain: moderate
40.3904,-74.6019,-7.3,Fog
40.612,-73.9503,7.0,Snow fall: slight
40.5839,-75.1974,34.1,Partly cloudy
41.2839,-75.3175,-7.3,Clear sky
39.785,-75.1545,-7.2,Rain: slight
41.2186,-75.3515,30.8,Overcast
40.0882,-75.461,16.3,Drizzle: light
40.5604,-75.0446,27.9,Drizzle: light
41.3084,-74.3205,10.3,Rain: slight
41.0489,-74.738,15.3,Overcast
39.3044,-74.8962,27.9,Snow fall: slight
39.6624,-74.4308,17.4,Rain: moderate
40.3099,-75.4649,33.9,Thunderstorm: slight or moderate
39.6475,-74.5139,11.7,Drizzle: light
39.892,-74.4327,30.3,Mainly clear
39.2215,-74.3263,10.6,Rain: slight
39.8469,-73.9549,21.7,Drizzle: light
40.5295,-74.5988,33.3,Fog
39.7893,-73.9304,13.2,Mainly clear
40.9433,-74.62,24.2,Rain: slight
39.5907,-75.336,17.7,Rain: slight
39.346,-75.1206,31.7,Rain: moderate
40.0122,-74.851,4.3,Mainly clear
39.8233,-75.2544,27.9,Drizzle: light
41.1995,-75.0372,24.6,Clear sky
40.9213,-75.2279,10.6,Partly cloudy
40.055,-73.9687,2.4,Clear sky
38.9421,-75.3677,23.5,Mainly clear
39.0066,-75.1384,14.2,Drizzle: moderate
39.0862,-75.3263,6.6,Thunderstorm: slight or moderate
39.2083,-75.3474,8.6,Thunderstorm: slight or moderate
39.3888,-74.6099,12.8,Mainly clear
39.7345,-75.5685,34.0,Partly cloudy
39.9633,-75.0717,4.7,Fog
40.2205,-75.1026,1.3,Rain: moderate
40.9402,-74.5543,-5.6,Rain: moderate
40.5201,-75.0334,28.0,Overcast
40.1162,-74.6012,-5.9,Mainly clear
39.3704,-74.3305,3.4,Thunderstorm: slight or moderate
39.1596,-74.8007,29.4,Overcast
39.9476,-74.6445,3.7,Snow fall: slight
39.2259,-75.4165,23.7,Drizzle: moderate
38.9041,-74.6124,5.0,Drizzle: light
40.3094,-75.2079,34.0,Overcast
39.1876,-74.6984,19.5,Rain: moderate
39.9839,-74.9487,4.3,Overcast
41.3237,-73.9753,14.4,Rain: moderate
39.1501,-74.4487,-6.4,Partly cloudy
41.2027,-74.2869,-8.6,Fog
39.0081,-74.469,24.6,Fog
39.1986,-74.5473,34.0,Partly cloudy
39.1476,-75.0103,1.5,Drizzle: light
39.2655,-74.0787,-6.3,Thunderstorm: slight or moderate
40.0539,-74.8875,-5.4,Snow fall: slight
40.2199,-74.1765,17.9,Partly cloudy
40.4041,-74.7572,4.4,Partly cloudy
39.3247,-74.4013,-8.9,Clear sky
41.1792,-74.8754,29.8,Partly cloudy
39.0412,-74.9002,30.7,Drizzle: light
39.3062,-74.17,-3.9,Thunderstorm: slight or moderate
39.7123,-73.9246,-1.3,Rain: moderate
39.6286,-75.3822,22.7,Snow fall: slight
41.2005,-75.0386,11.4,Overcast
40.3004,-74.1757,16.6,Partly cloudy
40.6423,-74.1993,31.8,Drizzle: moderate
39.8599,-74.4158,11.1,Partly cloudy
40.6881,-74.4829,33.7,Rain: slight
38.9153,-75.0529,-6.0,Thunderstorm: slight or moderate
41.216,-75.3419,-9.9,Rain: moderate
40.4664,-74.8443,-5.2,Drizzle: light
40.5598,-73.9166,-8.6,Rain: slight
39.7577,-74.7033,23.5,Thunderstorm: slight or moderate
39.209,-74.405,4.7,Clear sky
40.899,-75.5367,-5.5,Snow fall: slight
40.7117,-75.2654,3.7,Drizzle: light
40.1828,-74.6648,24.6,Partly cloudy
38.9206,-74.4386,28.2,Drizzle: light
39.1077,-75.4408,25.0,Snow fall: slight
39.9725,-74.2588,15.2,Drizzle: moderate
39.8171,-74.6421,-9.0,Snow fall: slight
40.7491,-74.2117,6.1,Mainly clear
39.7275,-74.6322,9.4,Thunderstorm: slight or moderate
39.9563,-74.7544,9.5,Clear sky
41.1005,-74.0699,22.7,Mainly clear
40.9831,-75.1271,24.8,Drizzle: moderate
40.1037,-75.3699,28.3,Rain: moderate
39.185,-75.5213,34.9,Rain: moderate
40.8213,-74.6664,11.0,Rain: moderate
39.9936,-74.8282,26.6,Snow fall: slight
40.6437,-74.5074,14.2,Thunderstorm: slight or moderate
39.3941,-75.2412,21.9,Snow fall: slight
39.0619,-74.4202,23.1,Snow fall: slight
40.4979,-75.5031,3.5,Mainly clear
40.8758,-74.048,-9.2,Thunderstorm: slight or moderate
40.4921,-74.7576,-6.4,Thunderstorm: slight or moderate
39.3779,-74.5393,2.0,Snow fall: slight
39.4016,-74.6893,4.3,Overcast
40.3799,-74.5949,28.5,Fog
39.1341,-75.0682,-6.7,Fog
39.6318,-75.569,20.9,Rain: moderate
40.3558,-74.8163,20.5,Drizzle: light
39.712,-74.6519,12.0,Overcast
39.6163,-74.0065,-3.4,Thunderstorm: slight or moderate
39.4611,-74.0029,4.1,Mainly clear
39.0798,-74.6134,30.9,Snow fall: slight
40.6895,-75.5721,-4.3,Drizzle: light
40.8676,-74.9636,23.9,Fog
39.7815,-74.3375,29.0,Thunderstorm: slight or moderate
41.074,-74.4094,8.3,Partly cloudy
39.6265,-75.3539,-1.9,Fog
41.1467,-75.0455,-2.7,Rain: moderate
40.0723,-74.4045,23.1,Rain: moderate
40.0952,-75.2415,3.1,Partly cloudy
39.0613,-74.7327,4.0,Drizzle: moderate
39.0721,-75.1808,7.1,Thunderstorm: slight or moderate
39.9097,-74.8122,-8.7,Clear sky
40.8123,-75.2988,9.7,Thunderstorm: slight or moderate
41.175,-74.987,28.7,Drizzle: moderate
41.0371,-74.6419,1.9,Rain: slight
40.2519,-75.3542,-3.7,Mainly clear
39.2223,-75.4368,13.8,Drizzle: moderate
39.1897,-74.9674,34.9,Drizzle: moderate
40.1808,-75.0512,15.5,Partly cloudy
41.3825,-75.396,5.3,Drizzle: light
40.9037,-74.9424,12.1,Drizzle: light
39.808,-75.3612,12.4,Drizzle: light
40.3253,-74.5847,27.8,Drizzle: light
39.497,-73.9961,10.0,Thunderstorm: slight or moderate
39.4396,-75.088,-6.0,Clear sky
40.2989,-74.0315,1.7,Partly cloudy
41.2183,-74.9663,-2.3,Overcast
40.3202,-75.5247,-2.8,Snow fall: slight
39.5144,-75.0579,10.2,Drizzle: moderate
39.2701,-74.7504,-9.6,Rain: slight
41.3305,-75.4379,15.4,Rain: slight
39.8118,-75.5989,-4.2,Overcast
39.4939,-75.4149,31.6,Mainly clear
39.2435,-74.6234,25.8,Clear sky
40.8035,-73.9459,2.4,Drizzle: light
40.7788,-75.3705,-7.2,Drizzle: light
39.4843,-75.0041,26.7,Fog
40.3914,-75.0469,21.3,Rain: slight
38.9482,-75.1497,26.3,Fog
38.9401,-75.532,12.2,Mainly clear
38.9446,-74.1453,33.8,Drizzle: light
39.859,-74.8546,-8.2,Drizzle: light
40.5484,-75.2681,31.5,Mainly clear
40.7912,-74.3043,0.9,Snow fall: slight
40.7676,-74.9097,-5.8,Mainly clear
40.4502,-74.6181,26.2,Snow fall: slight
40.2063,-74.5259,-8.9,Overcast
41.3007,-74.7116,17.5,Mainly clear
40.2244,-74.0588,0.9,Rain: slight
40.738,-75.4203,7.6,Fog
40.0917,-75.1526,25.3,Drizzle: light
41.0226,-74.5086,15.1,Rain: moderate
39.0347,-75.4485,32.6,Drizzle: light
39.3591,-75.4382,29.7,Partly cloudy
39.7635,-75.5184,23.8,Mainly clear
40.7463,-74.5522,31.0,Mainly clear
39.6516,-75.0997,-0.1,Rain: slight
40.7902,-73.9161,8.4,Fog
40.2222,-74.0364,16.5,Clear sky
39.174,-75.566,7.8,Thunderstorm: slight or moderate
40.7249,-74.0465,0.5,Drizzle: light
40.2954,-75.1588,11.3,Snow fall: slight
40.6511,-74.5271,0.0,Overcast
40.0133,-75.3148,9.1,Drizzle: light
39.366,-75.2458,8.8,Rain: moderate
39.8173,-74.265,5.2,Rain: moderate
40.4523,-74.6284,10.1,Overcast
39.1938,-74.0696,9.5,Snow fall: slight
40.6504,-74.4075,29.3,Rain: slight
41.1297,-73.9066,-7.9,Rain: moderate
39.649,-74.1911,24.5,Thunderstorm: slight or moderate
40.5234,-74.0378,0.1,Mainly clear
40.5524,-74.5172,-0.8,Drizzle: moderate
40.2919,-74.7528,19.5,Mainly clear
39.6301,-74.6056,6.1,Clear sky
40.024,-74.4774,-5.4,Fog
39.7794,-75.4173,10.6,Mainly clear
39.9335,-74.7486,12.2,Mainly clear
41.1755,-74.4594,29.1,Drizzle: light
39.4835,-75.0098,11.2,Overcast
40.53,-74.2093,29.9,Partly cloudy
40.2449,-74.2712,7.0,Thunderstorm: slight or moderate
40.2363,-75.1771,28.5,Rain: slight
40.9079,-74.4055,14.8,Fog
39.6831,-74.6014,-1.0,Snow fall: slight
39.044,-74.2397,11.2,Rain: moderate
40.6309,-75.5447,-7.8,Drizzle: light
39.1648,-74.3754,-4.6,Fog
41.2942,-74.3577,18.1,Drizzle: light
40.7441,-74.5931,25.9,Fog
41.1476,-74.247,-5.9,Drizzle: light
40.8667,-75.3076,25.5,Mainly clear
39.9901,-74.5775,-3.3,Mainly clear
40.2831,-75.3093,-6.7,Rain: moderate
40.1897,-74.94,-5.2,Rain: slight
41.2536,-74.9869,-8.7,Overcast
40.9386,-74.037,6.3,Mainly clear
39.5707,-75.2389,29.4,Rain: slight
39.1105,-74.92,23.7,Thunderstorm: slight or moderate
40.8112,-75.4446,8.8,Rain: moderate
39.245,-75.0664,7.3,Snow fall: slight
40.9256,-74.3652,17.0,Mainly clear
40.3012,-74.4077,-2.6,Drizzle: moderate
40.6373,-74.8845,15.7,Fog
40.7256,-75.3417,15.9,Partly cloudy
39.3298,-75.5976,2.6,Fog
40.9362,-74.2459,18.6,Overcast
40.3732,-74.056,31.2,Thunderstorm: slight or moderate
40.0931,-74.7025,-9.5,Clear sky
40.6426,-74.8304,-2.3,Rain: slight
40.2366,-73.9481,28.8,Snow fall: slight
40.5941,-74.0138,23.3,Drizzle: moderate
38.9662,-74.6737,23.1,Snow fall: slight
38.9013,-74.061,-4.3,Drizzle: moderate
40.0874,-74.5215,14.6,Clear sky
40.5272,-75.0737,31.6,Drizzle: moderate
39.6297,-75.1017,2.5,Drizzle: light
39.8602,-74.5837,18.9,Clear sky
40.687,-75.1835,25.0,Mainly clear
39.1444,-74.4707,5.8,Overcast
39.3996,-73.9934,32.3,Snow fall: slight
41.2395,-75.4818,29.3,Drizzle: light
41.3378,-74.3884,-3.4,Rain: slight
40.3459,-74.5657,3.1,Drizzle: light
41.3888,-74.4463,7.5,Drizzle: light
39.6058,-74.417,-3.0,Drizzle: moderate
40.8431,-75.5362,21.4,Rain: moderate
39.2568,-74.3672,8.1,Partly cloudy
39.6787,-75.5879,15.9,Rain: moderate
41.3173,-74.5298,25.6,Drizzle: moderate
40.2514,-75.2313,-5.3,Rain: moderate
40.0155,-74.095,-8.0,Drizzle: light
41.0632,-75.1577,-9.2,Thunderstorm: slight or moderate
40.8069,-74.005,23.2,Rain: slight
40.6976,-74.8763,32.3,Snow fall: slight
40.4098,-73.9885,-9.0,Snow fall: slight
40.6863,-75.2566,34.2,Overcast
39.4399,-74.9517,32.6,Drizzle: moderate
40.3934,-73.9427,23.8,Thunderstorm: slight or moderate
40.6529,-75.3304,14.6,Rain: slight
39.4821,-75.2657,2.5,Mainly clear
40.0448,-74.3214,-6.3,Clear sky
39.8379,-74.2656,23.2,Partly cloudy
39.5514,-74.5251,28.3,Clear sky
40.1061,-74.3887,-0.1,Rain: slight
38.9169,-74.2704,33.2,Rain: moderate
39.3435,-74.7696,13.9,Clear sky
39.2109,-75.2704,19.8,Fog
41.1932,-74.0206,-5.4,Drizzle: light
40.0419,-75.4509,23.1,Snow fall: slight
39.5429,-74.9202,24.8,Rain: slight
40.1354,-74.2989,7.3,Fog
41.334,-75.2645,28.2,Snow fall: slight
39.2956,-74.0714,29.7,Clear sky
40.1457,-75.4775,21.5,Thunderstorm: slight or moderate
40.9865,-74.2629,34.4,Drizzle: light
40.621,-74.1084,16.7,Rain: slight
39.4949,-74.1325,-8.8,Partly cloudy
40.844,-73.9633,4.1,Drizzle: light
38.937,-73.9829,18.3,Clear sky
39.9055,-74.9585,13.5,Overcast
