incident_id,date,lat,lon,crime_type
4482,2019-12-18,40.3886,-75.143,Weapons Violation
4483,2020-04-27,39.5419,-74.8571,Homicide
4484,2013-11-06,39.3626,-75.3079,Sexual Assault
4485,2024-08-11,40.9741,-74.2075,Vandalism
4486,2021-09-22,39.7397,-75.4181,Trespassing
4487,2022-11-04,40.1054,-74.2531,Burglary
4488,2014-01-01,41.3019,-74.1243,Fraud
4489,2019-03-12,39.7938,-75.4648,Drug Possession
4490,2010-01-02,39.6781,-74.8189,Drug Possession
4491,2011-08-29,39.3761,-74.9105,Weapons Violation
4492,2016-05-17,40.6856,-74.4678,Sexual Assault
4493,2015-09-02,39.9107,-75.0486,Fraud
4494,2021-07-02,40.0196,-74.4023,DUI
4495,2017-05-08,39.4577,-75.1931,Homicide
4496,2017-06-26,41.1701,-74.1746,Fraud
4497,2011-03-07,41.3972,-74.7096,Kidnapping
4498,2020-07-30,39.0185,-75.5951,Robbery
4499,2012-04-23,39.3383,-75.4982,Sexual Assault
4500,2016-03-26,41.0862,-74.5116,Drug Possession
4501,2021-08-12,39.0735,-75.0199,Assault
4502,2018-10-19,38.9925,-74.785,Burglary
4503,2018-12-23,38.9452,-74.1456,Arson
4504,2010-08-07,38.9543,-74.6128,Identity Theft
4505,2014-12-22,39.9058,-74.4212,Burglary
4506,2012-01-27,39.9642,-74.8864,DUI
4507,2017-04-24,41.1445,-74.208,Public Intoxication
4508,2023-03-03,40.2289,-75.4901,Sexual Assault
4509,2015-10-13,38.9401,-75.4046,Public Intoxication
4510,2022-06-13,40.6678,-75.5985,Theft
4511,2018-01-26,39.8687,-74.5742,Theft
4512,2016-12-20,40.9141,-75.1398,Robbery
4513,2016-07-27,39.9923,-74.8443,Domestic Violence
4514,2022-03-21,39.0878,-74.4843,Robbery
4515,2013-03-03,41.1039,-74.0496,Theft
4516,2022-07-13,41.0079,-74.8623,Theft
4517,2023-11-05,39.4363,-74.9664,Homicide
4518,2014-01-23,39.2457,-75.2092,DUI
4519,2023-04-23,40.484,-74.3146,Drug Possession
4520,2023-07-02,39.4742,-74.956,Domestic Violence
4521,2015-07-24,40.3521,-74.8406,Vandalism
4522,2012-03-06,40.9431,-74.9619,Shoplifting
4523,2013-10-27,40.4345,-75.0625,Cybercrime
4524,2014-10-31,40.0733,-75.3798,Weapons Violation
4525,2023-10-28,38.9584,-75.1496,Trespassing
4526,2022-07-03,39.4038,-75.2577,Arson
4527,2012-05-01,41.0371,-73.9293,Vandalism
4528,2020-08-26,41.0316,-74.2993,Burglary
4529,2010-04-28,40.8961,-75.2356,Burglary
4530,2011-07-19,39.3686,-74.9673,Weapons Violation
4531,2013-04-03,39.6157,-75.5714,Weapons Violation
4532,2021-06-18,39.0569,-74.3713,Vandalism
4533,2011-05-29,41.1386,-74.0304,Trespassing
4534,2020-10-17,40.4111,-74.5124,Vandalism
4535,2015-12-31,40.3329,-75.5474,Sexual Assault
4536,2022-11-04,40.2377,-74.4555,Weapons Violation
4537,2011-01-01,41.1157,-75.4088,Kidnapping
4538,2014-12-24,40.2644,-73.9835,DUI
4539,2024-06-08,40.1792,-74.1534,Burglary
4540,2023-10-18,39.2425,-75.157,Arson
4541,2010-09-03,39.9459,-75.4976,Public Intoxication
4542,2018-11-03,40.3865,-74.3172,DUI
4543,2013-08-09,40.8572,-74.6285,Theft
4544,2020-02-20,39.1915,-73.9652,Weapons Violation
4545,2014-09-04,39.799,-75.0848,Homicide
4546,2020-03-17,40.0547,-74.4449,Cybercrime
4547,2013-11-08,40.2597,-74.3699,Theft
4548,2012-10-30,39.5401,-74.5257,Public Intoxication
4549,2019-12-09,39.4313,-75.2011,Drug Possession
4550,2010-08-02,40.6385,-75.2358,Theft
4551,2024-07-25,39.5698,-74.8065,Assault
4552,2024-11-10,40.1264,-75.4098,Arson
4553,2023-10-14,39.2436,-74.0148,DUI
4554,2020-08-04,39.4163,-74.3504,Domestic Violence
4555,2019-05-15,39.7083,-75.3008,Arson
4556,2022-12-20,40.5539,-74.2521,Identity Theft
4557,2011-09-11,39.8866,-75.1508,Fraud
4558,2015-11-07,38.9286,-75.0016,Assault
4559,2024-12-12,40.8742,-74.0457,Trespassing
4560,2017-09-27,40.6118,-75.0359,Robbery
4561,2019-01-02,39.1786,-74.0104,DUI
4562,2022-02-04,40.1972,-74.9391,Weapons Violation
4563,2020-06-15,40.2086,-74.3219,Drug Possession
4564,2014-06-06,39.1749,-74.9567,Trespassing
4565,2012-06-20,41.1315,-74.8758,Identity Theft
4566,2020-03-14,40.8377,-74.6021,Human Trafficking
4567,2010-12-26,41.2977,-74.0793,Arson
4568,2011-02-12,39.5175,-74.3535,Public Intoxication
4569,2019-05-26,41.2874,-74.1657,Trespassing
4570,2022-05-09,40.5283,-75.1254,Vandalism
4571,2022-02-04,39.2423,-75.3253,DUI
4572,2014-05-23,39.6157,-75.4945,Robbery
4573,2021-03-14,39.9686,-74.0013,Fraud
4574,2020-07-07,39.7314,-74.3419,Trespassing
4575,2018-08-13,40.717,-75.5709,Drug Possession
4576,2022-04-29,40.7045,-74.6244,DUI
4577,2017-01-05,41.0074,-75.0054,Trespassing
4578,2021-09-25,40.2006,-74.2526,Burglary
4579,2019-08-29,40.5604,-74.6818,Sexual Assault
4580,2023-05-29,41.0852,-74.6939,Theft
4581,2019-06-11,39.2736,-75.5897,Fraud
4582,2014-05-26,39.2721,-74.4484,Domestic Violence
4583,2018-10-08,39.6554,-74.6605,Weapons Violation
4584,2020-12-29,40.7772,-74.938,Drug Possession
4585,2024-12-19,41.2838,-75.2808,Arson
4586,2021-06-18,39.6426,-75.0277,Identity Theft
4587,2015-01-25,41.1271,-74.9784,Fraud
4588,2023-07-17,40.8669,-74.3684,Theft
4589,2015-02-05,39.5383,-74.0725,Identity Theft
4590,2022-05-02,40.4971,-73.9303,Weapons Violation
4591,2015-07-03,40.6979,-74.5345,DUI
4592,2023-12-27,40.441,-74.0533,DUI
4593,2013-03-28,39.1665,-74.5501,Weapons Violation
4594,2012-08-02,41.0779,-74.076,Fraud
4595,2013-05-02,39.8899,-75.3131,Vandalism
4596,2014-05-30,39.1002,-73.9608,Sexual Assault
4597,2011-10-04,40.109,-74.7838,Theft
4598,2010-05-27,41.3259,-75.2489,Fraud
4599,2023-07-04,39.4985,-75.2395,Burglary
4600,2012-12-26,40.3156,-74.7794,Weapons Violation
4601,2020-05-26,39.1736,-74.5172,Fraud
4602,2016-12-17,40.1428,-75.3364,Theft
4603,2017-07-14,40.7464,-73.9644,Theft
4604,2012-09-24,39.4481,-74.2343,Vandalism
4605,2010-06-17,39.5451,-73.9545,Sexual Assault
4606,2023-06-28,41.2629,-74.0758,Cybercrime
4607,2023-09-19,39.58,-75.046,Domestic Violence
4608,2014-04-02,39.1658,-75.052,Arson
4609,2016-11-24,40.6231,-74.1355,DUI
4610,2024-09-07,40.3727,-74.5682,Assault
4611,2019-12-27,39.1504,-74.4362,Identity Theft
4612,2021-07-29,39.4085,-75.0431,Vandalism
4613,2012-01-19,39.7429,-73.9674,Arson
4614,2024-06-08,39.8577,-75.5171,Cybercrime
4615,2020-04-28,39.7363,-74.1198,Identity Theft
4616,2022-04-24,39.8713,-75.0105,Robbery
4617,2019-06-02,40.6972,-74.0414,DUI
4618,2017-06-28,40.0218,-74.467,Homicide
4619,2019-02-22,39.2884,-74.2884,Public Intoxication
4620,2016-03-08,40.1351,-74.2995,Vandalism
4621,2016-06-23,39.9977,-74.5346,DUI
4622,2022-03-18,39.4305,-74.122,Cybercrime
4623,2016-06-03,39.8755,-75.4875,Fraud
4624,2017-01-09,39.3722,-74.1312,Sexual Assault
4625,2015-12-04,41.2193,-74.6328,Human Trafficking
4626,2015-06-24,39.9477,-74.5376,Robbery
4627,2018-10-21,40.1779,-74.2635,Burglary
4628,2018-11-07,40.5924,-74.9244,Sexual Assault
4629,2017-04-05,39.0885,-74.5871,Robbery
4630,2019-06-26,39.302,-75.3831,Identity Theft
4631,2023-11-07,41.3729,-75.5002,Vandalism
4632,2016-02-24,39.1974,-75.0905,Weapons Violation
4633,2016-11-06,39.5266,-75.5319,Assault
4634,2010-07-21,39.7134,-73.923,Burglary
4635,2017-12-16,39.6397,-75.5496,Public Intoxication
4636,2024-05-26,39.743,-74.0904,Kidnapping
4637,2022-08-31,40.7555,-74.6177,Theft
4638,2021-10-05,40.7158,-75.3538,Cybercrime
4639,2018-02-15,39.5416,-75.2606,Trespassing
4640,2018-03-30,41.3854,-74.7154,Domestic Violence
4641,2011-05-22,41.35,-75.3997,Public Intoxication
4642,2022-07-24,41.2788,-74.9369,Identity Theft
4643,2019-01-21,40.3735,-74.5154,Kidnapping
4644,2015-07-28,40.6961,-74.1342,Homicide
4645,2014-08-31,40.9435,-74.5128,Fraud
4646,2021-03-16,40.429,-75.1774,Drug Possession
4647,2019-05-22,41.361,-75.399,Burglary
4648,2012-09-13,40.8438,-74.3173,Human Trafficking
4649,2017-09-18,40.2422,-73.9366,Kidnapping
4650,2014-06-23,39.4412,-73.9306,Kidnapping
4651,2013-05-23,41.3186,-74.1918,Vandalism
4652,2016-07-04,39.7027,-74.7281,Arson
4653,2017-04-30,40.7149,-74.7292,Domestic Violence
4654,2017-11-25,40.9735,-74.5748,Sexual Assault
4655,2012-06-29,41.3415,-74.2672,Weapons Violation
4656,2011-04-04,38.9775,-75.179,Human Trafficking
4657,2015-09-12,40.4443,-74.607,Arson
4658,2019-02-25,39.2548,-74.5779,Trespassing
4659,2014-01-21,39.9189,-74.9527,Identity Theft
4660,2019-07-16,39.3353,-75.2529,Shoplifting
4661,2015-06-04,39.8572,-73.9311,Human Trafficking
4662,2017-07-26,39.7909,-75.0251,Public Intoxication
4663,2023-02-20,38.9912,-74.8746,Burglary
4664,2011-07-21,39.0814,-75.4569,Cybercrime
4665,2022-12-15,40.7954,-74.4605,DUI
4666,2021-06-05,41.3968,-75.1075,Shoplifting
4667,2018-12-31,39.7901,-74.3073,Assault
4668,2023-10-11,39.5413,-75.0317,Arson
4669,2010-05-20,39.2099,-74.4144,Human Trafficking
4670,2011-05-07,39.1907,-74.7437,Assault
4671,2022-02-04,38.947,-75.333,Arson
4672,2012-09-15,41.3606,-74.5775,Arson
4673,2018-01-11,40.4044,-75.2408,Human Trafficking
4674,2021-03-15,40.9304,-75.4495,Homicide
4675,2024-04-18,40.7367,-75.1638,Identity Theft
4676,2011-05-10,40.3162,-74.3602,Sexual Assault
4677,2015-04-20,40.7531,-74.2175,DUI
4678,2012-11-13,40.1372,-74.4609,Cybercrime
4679,2020-11-28,39.0782,-74.9557,Public Intoxication
4680,2023-08-31,39.1744,-75.3169,Identity Theft
4681,2015-07-13,40.1471,-75.0773,Fraud
4682,2014-04-13,39.2327,-74.3173,Kidnapping
4683,2021-11-24,39.6125,-75.1717,Human Trafficking
4684,2015-05-17,39.9939,-74.9373,Robbery
4685,2023-10-04,39.6472,-74.7653,Theft
4686,2016-09-13,40.2138,-73.9947,Human Trafficking
4687,2012-06-14,40.139,-75.4199,Fraud
4688,2014-07-09,39.3963,-73.9827,Theft
4689,2017-05-07,40.2729,-74.5996,Assault
4690,2024-12-27,39.9338,-74.4364,Public Intoxication
4691,2021-04-03,40.538,-73.9264,Human Trafficking
4692,2014-03-12,39.9458,-74.5744,Human Trafficking
4693,2016-09-19,40.4748,-74.6386,Public Intoxication
4694,2015-07-02,39.9449,-74.2742,Burglary
4695,2024-05-30,39.3067,-74.2316,Identity Theft
4696,2017-07-06,40.6626,-74.6172,Domestic Violence
4697,2013-01-07,41.3037,-74.657,Domestic Violence
4698,2020-07-02,39.4375,-75.4057,Human Trafficking
4699,2023-04-26,40.1392,-74.3093,Weapons Violation
4700,2014-11-09,40.9955,-75.5168,Sexual Assault
4701,2022-05-19,40.0048,-75.5629,Human Trafficking
4702,2010-11-10,40.7043,-74.1121,Kidnapping
4703,2019-08-15,39.0884,-74.6611,Robbery
4704,2022-07-01,38.9783,-74.2201,DUI
4705,2010-09-30,40.818,-74.7387,Homicide
4706,2013-02-13,40.9761,-75.1196,Identity Theft
4707,2018-01-15,39.4586,-75.3759,Kidnapping
4708,2012-05-16,39.0976,-74.4978,Homicide
4709,2017-11-27,40.6641,-74.9483,Theft
4710,2014-09-03,39.5945,-74.8118,Domestic Violence
4711,2022-11-25,38.9171,-73.9075,Burglary
4712,2019-10-21,39.196,-74.4768,Assault
4713,2015-09-24,40.7748,-73.9752,Theft
4714,2021-02-25,39.5537,-75.0096,Weapons Violation
4715,2018-07-05,40.8463,-74.6617,Weapons Violation
4716,2014-10-31,40.9676,-75.5279,Assault
4717,2016-07-17,39.9529,-75.2619,Theft
4718,2014-12-14,41.2436,-74.6755,Shoplifting
4719,2014-11-27,40.7111,-75.4005,Trespassing
4720,2024-09-08,40.79,-75.5593,Fraud
4721,2016-09-11,40.1234,-75.261,Vandalism
4722,2019-03-10,40.982,-74.0808,Drug Possession
4723,2016-01-10,40.1736,-75.4304,DUI
4724,2018-12-23,39.2118,-74.6226,Weapons Violation
4725,2020-03-31,39.3558,-74.2857,Theft
4726,2018-01-08,39.0079,-74.0019,Identity Theft
4727,2011-06-02,39.5065,-74.2404,Public Intoxication
4728,2017-05-04,39.4556,-74.4674,Homicide
4729,2024-04-03,40.0265,-74.4921,Weapons Violation
4730,2016-12-20,39.3428,-73.9913,DUI
4731,2015-12-29,39.6479,-74.2798,Burglary
4732,2022-02-22,41.2438,-75.2136,Robbery
4733,2016-10-18,39.8773,-74.1783,Shoplifting
4734,2022-07-20,39.9038,-74.0248,Trespassing
4735,2013-08-04,40.6003,-74.5591,Assault
4736,2017-05-06,39.2475,-75.1281,Theft
4737,2014-04-05,40.5927,-75.5308,Robbery
4738,2019-08-04,40.017,-73.958,Theft
4739,2020-09-10,39.9766,-74.8656,Assault
4740,2014-12-20,40.7079,-74.0224,Burglary
4741,2017-05-22,39.3528,-73.954,Shoplifting
4742,2010-08-20,40.7203,-74.4523,Trespassing
4743,2012-12-21,41.1301,-74.8063,Public Intoxication
4744,2015-09-30,39.7949,-75.4165,Human Trafficking
4745,2014-12-03,41.3563,-75.4719,Burglary
4746,2013-04-20,38.9162,-74.1311,Domestic Violence
4747,2014-05-22,40.7413,-75.0341,Assault
4748,2012-05-27,41.0378,-74.8107,Shoplifting
4749,2023-11-04,41.0692,-75.0076,Human Trafficking
4750,2022-10-26,40.4302,-74.7705,Vandalism
4751,2023-01-11,40.5288,-74.9958,Weapons Violation
4752,2022-06-08,40.5165,-74.7628,Vandalism
4753,2022-07-26,39.1726,-74.1916,Weapons Violation
4754,2011-04-12,39.6348,-74.8526,Domestic Violence
4755,2013-04-27,38.9654,-74.4007,Arson
4756,2010-05-15,40.8693,-75.0852,Arson
4757,2019-07-18,41.3923,-74.879,Domestic Violence
4758,2016-01-31,40.4793,-75.4121,Human Trafficking
4759,2019-02-02,40.2283,-74.2758,Robbery
4760,2019-03-15,40.2527,-74.0016,Public Intoxication
4761,2021-03-05,40.3275,-74.5867,Burglary
4762,2018-10-31,41.1209,-74.7402,Homicide
4763,2013-08-30,40.1072,-74.6519,Domestic Violence
4764,2024-03-16,40.4661,-74.6724,Public Intoxication
4765,2011-02-19,41.1307,-74.6118,Assault
4766,2023-01-23,40.6466,-74.5211,Cybercrime
4767,2024-10-11,40.5907,-74.1115,Domestic Violence
4768,2015-01-26,39.9414,-74.2544,Public Intoxication
4769,2020-09-19,38.9646,-74.7415,Theft
4770,2024-06-24,40.2939,-75.1933,Fraud
4771,2015-04-16,40.0193,-74.7279,Kidnapping
4772,2011-01-12,39.6658,-73.974,Weapons Violation
4773,2010-08-06,41.3311,-75.2475,DUI
4774,2011-04-05,40.2549,-74.5991,Kidnapping
4775,2020-10-20,41.2339,-74.8634,Weapons Violation
4776,2019-12-11,40.4695,-75.2996,Vandalism
4777,2010-01-06,40.0908,-74.0366,Robbery
4778,2021-08-01,40.043,-75.5594,Shoplifting
4779,2019-01-22,40.8285,-74.4745,Burglary
4780,2010-10-23,39.3855,-74.4676,Vandalism
4781,2019-04-08,41.3412,-75.2572,Assault
4782,2015-09-19,40.9139,-74.9997,Homicide
4783,2010-07-23,40.9371,-74.3339,Sexual Assault
4784,2019-06-01,40.3925,-75.3335,Trespassing
4785,2023-07-24,40.9382,-75.3208,Robbery
4786,2017-01-05,39.1856,-74.0979,Kidnapping
4787,2018-10-23,40.0368,-75.3105,Fraud
4788,2024-06-18,40.085,-74.156,Human Trafficking
4789,2014-05-29,40.9665,-74.8486,DUI
4790,2018-07-27,39.3565,-74.8422,Trespassing
4791,2020-04-15,39.5053,-74.2504,Homicide
4792,2012-02-22,39.6715,-74.5277,Drug Possession
4793,2019-06-15,38.9446,-75.4077,Arson
4794,2014-09-03,38.9777,-73.9639,Sexual Assault
4795,2017-04-30,39.846,-75.4206,Trespassing
4796,2022-07-12,39.0152,-74.9449,Burglary
4797,2023-05-23,39.5225,-75.4509,Shoplifting
4798,2011-03-21,41.1826,-74.6238,Sexual Assault
4799,2016-12-27,39.6103,-74.0303,Identity Theft
4800,2022-01-17,41.0921,-74.2991,Fraud
4801,2023-01-30,39.3897,-74.3482,Assault
4802,2017-01-11,40.7801,-75.0703,Fraud
4803,2012-11-03,39.1417,-75.0302,Homicide
4804,2013-06-30,41.1822,-74.8103,Sexual Assault
4805,2010-10-06,39.2917,-75.3555,Domestic Violence
4806,2011-06-30,41.3349,-75.1089,Shoplifting
4807,2020-09-07,39.482,-75.2833,Arson
4808,2017-05-31,40.9985,-74.4184,Fraud
4809,2017-02-11,39.4677,-75.5936,Sexual Assault
4810,2018-02-01,40.3768,-74.6191,Kidnapping
4811,2011-04-09,40.9393,-75.0668,Cybercrime
4812,2019-05-31,39.289,-75.5062,Vandalism
4813,2015-03-09,40.1424,-74.05,Vandalism
4814,2024-04-20,39.121,-74.5337,Robbery
4815,2018-09-25,41.3,-74.5456,DUI
4816,2020-04-17,39.8372,-73.9222,Shoplifting
4817,2020-09-10,38.9841,-74.0197,Trespassing
4818,2024-10-29,40.6026,-74.0082,Assault
4819,2016-12-24,39.7214,-75.3152,Arson
4820,2022-05-01,40.486,-74.4572,Fraud
4821,2024-11-19,41.1309,-75.5039,Identity Theft
4822,2012-07-03,41.08,-75.0534,Vandalism
4823,2017-09-03,39.8236,-74.4618,Burglary
4824,2015-10-06,39.4981,-75.2872,Homicide
4825,2015-12-14,41.1655,-74.6541,Vandalism
4826,2018-05-28,41.1992,-74.2624,Burglary
4827,2015-05-25,40.6431,-75.1875,Public Intoxication
4828,2014-04-05,39.4295,-74.867,Public Intoxication
4829,2010-06-21,39.2444,-74.9109,Fraud
4830,2011-12-28,40.0419,-74.5596,Cybercrime
4831,2016-07-26,40.4511,-75.0658,Sexual Assault
4832,2021-02-13,40.4423,-74.5243,DUI
4833,2016-06-17,41.0662,-73.9386,Robbery
4834,2014-01-28,40.8502,-74.8611,Robbery
4835,2020-07-17,39.2371,-74.993,Robbery
4836,2020-02-24,40.9672,-74.6491,Homicide
4837,2024-02-19,40.2678,-74.5718,Robbery
4838,2021-10-22,40.0559,-75.459,Sexual Assault
4839,2017-07-27,40.7923,-74.2929,Arson
4840,2021-06-17,39.4358,-74.6872,Public Intoxication
4841,2020-06-15,41.2538,-74.557,DUI
4842,2023-10-24,40.974,-74.6374,Identity Theft
4843,2021-01-12,41.2297,-75.3209,Cybercrime
4844,2024-10-12,39.6577,-74.6105,Shoplifting
4845,2012-02-11,38.9042,-74.1932,Robbery
4846,2020-03-26,39.5959,-75.0529,Theft
4847,2019-07-22,40.559,-75.3892,Weapons Violation
4848,2013-10-09,40.2681,-75.5461,Weapons Violation
4849,2021-03-15,41.3165,-75.4276,DUI
4850,2024-10-18,39.7322,-75.3267,Vandalism
4851,2010-02-27,40.2658,-74.8987,Cybercrime
4852,2010-06-15,41.1577,-74.13,Vandalism
4853,2010-09-18,40.767,-75.1624,Shoplifting
4854,2013-04-24,39.1642,-74.4808,Human Trafficking
4855,2018-12-31,39.4334,-75.2876,Homicide
4856,2024-05-10,40.5883,-74.5302,DUI
4857,2014-03-21,41.2191,-74.851,Burglary
4858,2012-04-14,40.5866,-74.0035,Arson
4859,2020-07-13,41.1647,-74.2758,Kidnapping
4860,2012-11-30,39.6742,-74.1483,Weapons Violation
4861,2018-05-09,39.6306,-75.4321,Drug Possession
4862,2024-11-19,39.4517,-74.6896,Human Trafficking
4863,2022-07-01,40.9687,-74.4586,Domestic Violence
4864,2022-11-18,41.0133,-73.9945,Robbery
4865,2021-03-25,40.3493,-74.4836,Shoplifting
4866,2019-05-22,40.5709,-74.6798,Kidnapping
4867,2021-12-28,39.3983,-75.4427,Public Intoxication
4868,2018-08-30,39.0568,-74.5831,Homicide
4869,2014-01-13,41.0803,-75.0936,Homicide
4870,2010-08-19,41.0641,-74.7193,Weapons Violation
4871,2020-06-29,40.0185,-75.4767,Domestic Violence
4872,2012-06-20,39.638,-74.4191,Trespassing
4873,2010-03-31,39.4722,-75.4382,Vandalism
4874,2015-08-09,40.9124,-74.0391,Assault
4875,2010-06-12,40.5323,-74.5286,DUI
4876,2021-03-12,40.2877,-75.3358,Homicide
4877,2012-01-24,39.2701,-75.5732,Shoplifting
4878,2011-10-13,41.1059,-75.1654,Shoplifting
4879,2022-06-22,40.5598,-75.3686,DUI
4880,2010-08-06,40.9362,-74.6234,Assault
4881,2024-02-20,39.4492,-74.5625,Assault
4882,2013-10-26,39.7412,-75.5884,Theft
4883,2020-10-01,40.2451,-75.4502,Trespassing
4884,2022-06-29,40.6263,-75.4953,Arson
4885,2014-04-07,39.551,-74.7188,Theft
4886,2018-08-26,39.5491,-74.2302,Vandalism
4887,2022-07-11,39.962,-74.8102,Human Trafficking
4888,2015-09-28,40.7764,-74.2227,Identity Theft
4889,2021-02-17,40.3521,-75.0218,Vandalism
4890,2017-04-18,39.2871,-73.973,Weapons Violation
4891,2020-05-16,39.2762,-75.3783,Domestic Violence
4892,2017-10-20,39.7009,-74.074,Robbery
4893,2022-10-31,40.4162,-74.9974,Kidnapping
4894,2016-01-01,39.7033,-75.2774,Human Trafficking
4895,2017-05-18,40.0104,-75.4074,Burglary
4896,2024-01-25,39.1195,-75.0042,DUI
4897,2011-10-05,40.2261,-74.5622,Weapons Violation
4898,2012-07-12,39.5763,-74.834,Homicide
4899,2010-06-26,40.496,-73.9225,DUI
4900,2019-11-25,41.1102,-75.2057,Assault
4901,2024-12-14,40.5904,-74.3888,Sexual Assault
4902,2011-07-24,40.9102,-75.4826,Vandalism
4903,2018-01-03,41.0983,-74.7218,Fraud
4904,2024-07-29,39.4692,-73.9478,Kidnapping
4905,2017-12-30,41.3671,-75.2102,Robbery
4906,2019-12-24,40.9803,-75.1865,Public Intoxication
4907,2010-07-16,39.9671,-74.0394,Burglary
4908,2019-06-28,39.6444,-75.3666,Identity Theft
4909,2010-09-03,39.5442,-75.3795,Sexual Assault
4910,2022-11-22,40.4151,-74.5096,Homicide
4911,2012-01-04,39.5509,-73.9391,Public Intoxication
4912,2021-05-31,39.0542,-74.0525,Weapons Violation
4913,2013-01-10,39.7104,-75.5329,Vandalism
4914,2012-08-24,40.6324,-75.5355,Drug Possession
4915,2020-02-09,40.3986,-74.6741,Assault
4916,2017-05-15,39.2283,-74.2938,Drug Possession
4917,2017-08-13,40.819,-74.5402,Burglary
4918,2018-01-16,39.2679,-75.2316,Kidnapping
4919,2010-04-22,39.6296,-74.7162,Drug Possession
4920,2016-05-23,41.3635,-75.398,Arson
4921,2020-06-18,39.7648,-75.2852,Vandalism
4922,2020-10-08,39.5344,-74.2168,Human Trafficking
4923,2024-09-24,40.0873,-75.5221,Homicide
4924,2013-12-22,41.3113,-73.9891,Fraud
4925,2015-03-07,41.1695,-75.5428,Kidnapping
4926,2013-08-02,40.4496,-75.2945,Public Intoxication
4927,2018-04-12,39.0558,-74.1004,Domestic Violence
4928,2020-05-18,39.4826,-74.6077,Fraud
4929,2015-05-21,39.3312,-75.1829,Sexual Assault
4930,2017-10-25,40.4222,-74.6307,Sexual Assault
4931,2015-11-03,40.0474,-74.4937,Burglary
4932,2022-05-03,39.9443,-74.7885,Cybercrime
4933,2024-05-22,39.5826,-74.4862,Sexual Assault
4934,2023-11-02,40.7193,-74.8906,Assault
4935,2023-10-01,41.1169,-75.1992,Public Intoxication
4936,2015-02-16,40.6959,-75.5805,Fraud
4937,2023-10-12,39.8071,-74.6316,Identity Theft
4938,2024-08-19,40.485,-74.5288,Domestic Violence
4939,2016-03-02,39.7973,-74.6111,Domestic Violence
4940,2023-04-20,40.0188,-75.05,Theft
4941,2018-11-16,41.2422,-75.3524,Weapons Violation
4942,2018-03-05,39.7703,-74.6723,Domestic Violence
4943,2017-06-29,39.256,-74.6378,Kidnapping
4944,2016-12-20,40.1144,-74.2086,Trespassing
4945,2016-06-10,41.0061,-73.9717,Assault
4946,2014-06-01,39.8826,-75.3297,Sexual Assault
4947,2021-04-05,39.031,-74.7319,Theft
4948,2021-03-06,40.2895,-74.3702,Kidnapping
4949,2011-01-03,40.18,-74.0025,Trespassing
4950,2017-10-18,39.8789,-75.3225,Drug Possession
4951,2021-01-15,39.6645,-75.0015,Homicide
4952,2023-12-02,39.2464,-74.2201,DUI
4953,2021-10-07,39.0177,-74.8745,Sexual Assault
4954,2015-08-01,39.705,-74.473,Arson
4955,2022-09-13,39.8309,-74.25,Identity Theft
4956,2014-02-27,39.6586,-75.2023,Kidnapping
4957,2020-01-06,40.152,-75.4381,Cybercrime
4958,2020-02-23,40.7657,-74.9335,Cybercrime
4959,2012-04-06,40.7784,-75.5938,DUI
4960,2013-04-23,39.8617,-74.1275,Fraud
4961,2014-08-18,39.8298,-75.5165,Arson
4962,2022-05-06,40.6792,-75.0857,Kidnapping
4963,2010-10-31,41.2721,-75.5243,Human Trafficking
4964,2019-08-23,39.5108,-74.9205,Assault
4965,2019-06-01,40.736,-74.1572,Public Intoxication
4966,2013-09-03,39.2918,-75.1605,Robbery
4967,2022-07-27,40.1983,-74.0551,Robbery
4968,2022-12-31,39.8394,-74.6708,DUI
4969,2011-12-20,39.1971,-74.9026,Arson
4970,2021-12-18,41.3062,-74.6804,Shoplifting
4971,2015-07-08,40.9293,-74.8763,DUI
4972,2013-01-27,40.104,-74.8885,Human Trafficking
4973,2020-06-23,39.6303,-75.2548,Burglary
4974,2022-07-23,39.2033,-74.798,Identity Theft
4975,2022-05-17,41.38,-74.8637,Weapons Violation
4976,2010-06-01,40.8775,-74.6702,Burglary
4977,2022-05-29,39.5025,-75.1039,Robbery
4978,2022-06-03,39.7384,-74.4991,Trespassing
4979,2015-01-24,39.8541,-74.4107,Shoplifting
4980,2022-04-15,40.6267,-75.17,Drug Possession
4981,2015-08-31,39.7704,-74.1545,Homicide
4982,2015-04-26,40.8477,-74.9551,DUI
4983,2020-01-07,38.9582,-74.9829,Shoplifting
4984,2015-09-20,41.0273,-74.0379,Shoplifting
4985,2022-12-29,41.0676,-75.2511,Kidnapping
4986,2021-08-27,40.5436,-74.4504,Theft
4987,2019-10-05,40.1511,-74.369,Arson
4988,2021-04-21,40.2539,-74.9347,Identity Theft
4989,2015-07-10,41.344,-75.4678,Weapons Violation
4990,2010-07-30,41.1503,-75.2257,Burglary
4991,2022-02-28,39.1645,-75.2484,Theft
4992,2019-03-20,40.7202,-74.5225,Arson
4993,2022-10-06,41.0427,-74.5316,Arson
4994,2010-02-13,40.3372,-75.2097,Shoplifting
4995,2016-12-02,41.3576,-74.6718,Drug Possession
4996,2023-11-19,40.7081,-74.612,Trespassing
4997,2020-12-11,39.9828,-74.6383,Homicide
4998,2019-01-30,39.9513,-75.2042,Fraud
4999,2013-08-06,40.2473,-75.2396,Sexual Assault
5000,2020-11-13,39.6287,-75.4881,Drug Possession
5001,2020-09-21,40.4097,-74.2178,Cybercrime
